Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
17-04-14_00,4.3,14.4,8.8,0.0,284.0,4.0
17-04-15_00,6.2,14.9,10.7,0.0,237.0,2.0
17-04-16_00,6.3,19.6,12.8,0.0,181.0,3.0
17-04-17_00,10.0,16.0,13.7,0.0,198.0,3.0
17-04-18_00,4.9,9.7,7.6,0.0,255.0,4.0
17-04-19_00,2.6,9.9,6.1,0.0,150.0,3.0
17-04-20_00,6.0,9.8,7.8,0.0,150.0,3.0
17-04-21_00,6.1,9.8,8.2,0.0,137.0,3.0
17-04-22_00,7.2,11.5,9.5,0.0,137.0,3.0
17-04-23_00,7.4,10.2,8.7,0.0,275.0,3.0
17-04-24_00,6.1,18.5,11.3,0.0,251.0,3.0
17-04-25_00,0.1,9.4,5.0,0.0,87.0,3.0
17-04-26_00,3.1,13.1,8.3,0.0,87.0,3.0
17-04-27_00,9.1,16.3,11.8,0.0,112.0,2.0
17-04-28_00,10.1,24.5,15.8,0.0,140.0,2.0
17-04-29_00,10.7,20.9,15.9,0.0,228.0,3.0
17-04-30_00,7.8,18.7,15.6,0.0,259.0,5.0
17-05-01_00,3.1,7.5,5.4,0.0,115.0,3.0
17-05-02_00,5.6,10.1,8.0,0.0,85.0,3.0
17-05-03_00,8.6,16.5,12.5,0.0,230.0,3.0
17-05-04_00,5.9,13.2,9.4,0.0,281.0,5.0
17-05-05_00,7.7,16.4,12.3,0.0,174.0,2.0
17-05-06_00,7.6,10.9,8.7,0.0,108.0,4.0
17-05-07_00,7.2,21.0,13.5,0.0,133.0,3.0
17-05-08_00,5.3,12.3,8.4,0.0,261.0,4.0
17-05-09_00,2.1,5.1,3.5,0.0,278.0,4.0
17-05-10_00,2.4,8.1,5.1,0.0,244.0,2.0
17-05-11_00,4.9,12.2,8.9,0.0,178.0,2.0
17-05-12_00,7.0,13.6,10.1,0.0,69.0,3.0
17-05-13_00,8.4,18.2,13.4,0.0,89.0,2.0
17-05-14_00,11.3,18.2,14.4,0.0,172.0,3.0
17-05-15_00,8.7,12.4,10.4,0.0,125.0,3.0
17-05-16_00,9.6,22.4,16.0,0.0,239.0,3.0
17-05-17_00,12.2,22.6,17.2,0.2,276.0,4.0
17-05-18_00,15.3,29.8,22.7,0.1,216.0,4.0
17-05-19_00,21.5,30.3,26.0,0.1,240.0,4.0
17-05-20_00,10.4,21.8,16.1,0.0,224.0,4.0
17-05-21_00,7.0,18.9,12.7,0.0,120.0,3.0
17-05-22_00,10.7,20.5,16.1,0.0,98.0,2.0
17-05-23_00,9.9,14.8,11.9,6.7,155.0,3.0
17-05-24_00,11.9,20.8,16.4,0.0,250.0,3.0
17-05-25_00,13.6,24.7,19.6,0.0,97.0,2.0
17-05-26_00,13.1,21.0,16.3,10.6,132.0,3.0
17-05-27_00,12.3,15.0,13.5,2.1,93.0,3.0
17-05-28_00,13.2,22.8,17.8,0.0,245.0,2.0
17-05-29_00,14.8,26.3,20.8,0.0,169.0,2.0
17-05-30_00,12.9,19.9,15.6,8.7,119.0,4.0
17-05-31_00,13.0,17.8,15.1,5.6,146.0,3.0
17-06-01_00,14.3,23.4,18.2,2.1,216.0,3.0
17-06-02_00,13.5,17.8,16.0,0.1,258.0,4.0
17-06-03_00,9.7,15.1,11.8,0.9,274.0,4.0
17-06-04_00,10.1,18.0,13.5,0.1,285.0,3.0
17-06-05_00,14.0,22.4,17.6,0.0,239.0,2.0
17-06-06_00,12.6,16.9,14.8,38.9,94.0,3.0
17-06-07_00,11.1,16.5,13.1,17.6,121.0,3.0
17-06-08_00,12.5,25.2,18.8,0.0,241.0,3.0
17-06-09_00,16.4,28.4,22.3,0.0,241.0,3.0
17-06-10_00,19.2,25.4,22.2,0.0,274.0,5.0
17-06-11_00,15.1,25.4,20.7,0.0,189.0,2.0
17-06-12_00,22.1,29.3,26.2,0.1,248.0,5.0
17-06-13_00,20.9,31.4,26.8,0.3,249.0,4.0
17-06-14_00,22.3,27.3,25.0,0.0,232.0,3.0
17-06-15_00,13.2,21.7,17.2,0.0,119.0,3.0
17-06-16_00,13.2,23.6,18.7,0.0,87.0,3.0
17-06-17_00,14.7,19.4,17.0,29.0,151.0,3.0
17-06-18_00,17.3,28.2,22.1,0.0,150.0,3.0
17-06-19_00,21.9,31.4,26.5,0.0,173.0,3.0
17-06-20_00,22.5,25.5,24.0,0.0,229.0,3.0
17-06-21_00,18.2,23.9,21.2,14.2,240.0,3.0
17-06-22_00,16.2,22.7,19.3,0.1,257.0,4.0
17-06-23_00,16.5,24.6,20.8,0.0,258.0,3.0
17-06-24_00,17.2,25.7,21.2,12.9,203.0,2.0
17-06-25_00,19.6,26.1,22.3,0.0,271.0,3.0
17-06-26_00,16.0,22.6,18.8,0.0,256.0,3.0
17-06-27_00,14.1,22.3,18.3,1.9,270.0,3.0
17-06-28_00,14.6,20.5,17.1,2.8,224.0,2.0
17-06-29_00,14.3,22.3,18.0,0.0,264.0,4.0
17-06-30_00,16.0,21.2,18.0,1.1,210.0,3.0
17-07-01_00,16.3,23.3,19.6,7.8,138.0,2.0
17-07-02_00,20.1,24.3,22.1,2.4,189.0,2.0
17-07-03_00,18.8,23.8,21.0,0.0,254.0,4.0
17-07-04_00,17.3,25.0,21.2,0.0,273.0,4.0
17-07-05_00,18.2,27.7,22.7,0.0,245.0,2.0
17-07-06_00,18.9,28.1,24.4,0.0,226.0,1.0
17-07-07_00,20.6,28.5,25.1,0.0,219.0,3.0
17-07-08_00,20.5,27.1,23.7,7.6,227.0,2.0
17-07-09_00,17.5,23.7,20.6,11.7,211.0,2.0
17-07-10_00,17.4,24.3,20.4,0.0,259.0,4.0
17-07-11_00,18.0,24.7,21.4,1.3,238.0,3.0
17-07-12_00,20.4,27.5,23.5,0.0,252.0,3.0
17-07-13_00,17.2,21.8,19.4,0.0,103.0,2.0
17-07-14_00,14.9,24.0,18.7,0.0,82.0,3.0
17-07-15_00,16.1,21.1,18.4,5.1,106.0,2.0
17-07-16_00,17.8,26.8,21.8,0.3,253.0,2.0
17-07-17_00,20.2,26.6,23.5,0.0,232.0,3.0
17-07-18_00,20.0,25.4,22.2,0.6,106.0,2.0
17-07-19_00,19.3,29.1,24.3,0.0,217.0,2.0
17-07-20_00,21.4,27.4,24.5,1.1,259.0,3.0
17-07-21_00,21.7,27.7,24.2,0.0,248.0,2.0
17-07-22_00,19.6,27.5,23.6,1.9,267.0,5.0
17-07-23_00,18.2,26.0,22.2,0.0,203.0,2.0
17-07-24_00,16.7,24.8,20.7,0.0,78.0,2.0
17-07-25_00,14.2,20.3,16.5,15.2,88.0,3.0
17-07-26_00,14.0,24.0,18.4,4.2,136.0,2.0
17-07-27_00,17.3,23.8,21.2,0.0,227.0,2.0
17-07-28_00,18.5,25.8,21.9,0.0,257.0,3.0
17-07-29_00,17.0,25.0,20.9,0.0,252.0,2.0
17-07-30_00,15.6,24.8,20.2,0.0,151.0,2.0
17-07-31_00,17.1,26.8,22.6,0.0,257.0,2.0
17-08-01_00,20.3,27.8,23.9,7.4,251.0,2.0
17-08-02_00,19.6,28.4,24.2,0.0,232.0,2.0
17-08-03_00,21.4,30.6,25.3,5.0,193.0,2.0
17-08-04_00,20.4,28.2,24.1,0.0,181.0,2.0
17-08-05_00,20.6,27.3,23.0,10.9,160.0,3.0
17-08-06_00,17.9,24.9,21.0,12.6,222.0,3.0
17-08-07_00,14.3,21.2,17.7,0.1,277.0,5.0
17-08-08_00,15.2,22.2,18.5,0.1,152.0,2.0
17-08-09_00,15.2,24.2,20.1,0.0,233.0,2.0
17-08-10_00,18.2,24.1,21.0,0.0,269.0,4.0
17-08-11_00,17.9,25.7,22.1,0.0,158.0,2.0
17-08-12_00,20.1,28.3,24.1,0.0,151.0,2.0
17-08-13_00,18.0,26.0,21.6,6.5,201.0,3.0
17-08-14_00,18.1,26.5,22.2,1.1,277.0,4.0
17-08-15_00,19.0,26.6,22.9,0.0,236.0,3.0
17-08-16_00,18.5,25.3,21.9,4.8,234.0,3.0
17-08-17_00,16.8,23.0,20.0,0.0,275.0,3.0
17-08-18_00,17.4,25.6,21.5,0.0,243.0,3.0
17-08-19_00,16.7,22.3,19.8,17.6,122.0,2.0
17-08-20_00,20.4,26.0,23.0,0.0,237.0,3.0
17-08-21_00,18.5,25.8,22.4,0.0,273.0,4.0
17-08-22_00,20.4,28.4,24.5,0.0,258.0,4.0
17-08-23_00,21.1,25.8,23.1,9.9,201.0,3.0
17-08-24_00,17.3,22.6,19.9,0.0,267.0,5.0
17-08-25_00,15.2,20.7,17.6,9.0,282.0,3.0
17-08-26_00,13.8,21.6,17.5,23.1,284.0,3.0
17-08-27_00,14.0,21.2,17.9,24.3,205.0,1.0
17-08-28_00,13.6,22.6,18.7,34.9,174.0,1.0
17-08-29_00,14.0,24.2,19.8,27.0,122.0,2.0
17-08-30_00,17.0,24.3,20.2,22.6,152.0,2.0
17-08-31_00,14.8,23.7,19.3,24.3,178.0,2.0
17-09-01_00,12.4,20.2,16.7,12.9,280.0,4.0
17-09-02_00,8.0,17.9,12.8,23.1,287.0,4.0
17-09-03_00,11.3,21.1,16.0,0.0,197.0,2.0
17-09-04_00,12.1,15.2,13.3,26.7,141.0,3.0
17-09-05_00,13.5,24.9,18.5,1.1,236.0,3.0
17-09-06_00,17.6,20.8,19.2,0.9,237.0,2.0
17-09-07_00,15.7,18.1,17.1,0.0,162.0,2.0
17-09-08_00,14.7,18.2,16.0,12.0,191.0,2.0
17-09-09_00,13.3,17.8,15.1,0.0,272.0,4.0
17-09-10_00,12.7,21.1,16.2,3.1,238.0,2.0
17-09-11_00,11.4,20.3,15.8,0.0,282.0,3.0
17-09-12_00,14.8,23.1,19.0,0.0,236.0,3.0
17-09-13_00,15.2,24.2,19.6,0.0,254.0,4.0
17-09-14_00,16.9,26.3,21.4,0.0,246.0,2.0
17-09-15_00,18.8,28.4,23.4,0.0,197.0,1.0
17-09-16_00,17.4,26.6,22.2,0.0,133.0,1.0
17-09-17_00,20.5,27.0,23.6,0.0,237.0,2.0
17-09-18_00,20.4,28.3,24.1,0.0,220.0,2.0
17-09-19_00,16.9,26.9,22.2,0.0,123.0,1.0
17-09-20_00,20.3,27.5,23.5,0.0,146.0,2.0
17-09-21_00,19.0,26.3,22.2,0.0,118.0,2.0
17-09-22_00,16.0,26.0,20.8,0.0,139.0,2.0
17-09-23_00,15.6,26.5,21.1,0.0,175.0,2.0
17-09-24_00,19.4,29.0,24.4,0.0,216.0,2.0
17-09-25_00,21.1,31.0,26.1,0.0,218.0,2.0
17-09-26_00,23.2,32.1,27.6,0.0,215.0,2.0
17-09-27_00,23.9,30.3,27.5,0.0,229.0,1.0
17-09-28_00,20.4,31.4,25.6,4.6,239.0,3.0
17-09-29_00,11.8,19.3,14.8,0.0,288.0,4.0
17-09-30_00,8.4,14.6,11.7,0.0,188.0,2.0
17-10-01_00,7.4,15.9,11.9,0.0,198.0,3.0
17-10-02_00,8.6,17.7,13.4,0.0,269.0,4.0
17-10-03_00,12.1,19.9,15.7,0.0,169.0,2.0
17-10-04_00,8.5,22.6,15.8,0.0,160.0,2.0
17-10-05_00,14.5,25.1,19.4,7.3,231.0,3.0
17-10-06_00,14.5,19.2,16.9,0.0,273.0,3.0
17-10-07_00,13.4,18.5,15.8,0.0,256.0,2.0
17-10-08_00,12.9,20.2,16.7,3.2,141.0,2.0
17-10-09_00,19.1,23.7,21.1,7.6,218.0,3.0
17-10-10_00,16.4,19.1,17.5,30.8,188.0,2.0
17-10-11_00,15.2,21.5,17.8,0.0,270.0,4.0
17-10-12_00,9.7,13.9,10.9,0.0,136.0,3.0
17-10-13_00,7.3,16.0,11.5,0.0,85.0,2.0
17-10-14_00,8.6,17.2,13.4,0.0,157.0,3.0
17-10-15_00,14.1,18.8,16.5,0.1,237.0,2.0
17-10-16_00,13.2,22.7,17.7,13.0,173.0,3.0
17-10-17_00,5.1,9.9,7.3,0.0,284.0,3.0
17-10-18_00,3.5,14.3,8.8,0.0,225.0,2.0
17-10-19_00,11.2,19.1,15.0,0.0,247.0,3.0
17-10-20_00,13.4,21.7,17.0,0.0,229.0,3.0
17-10-21_00,10.2,17.5,14.2,0.0,272.0,5.0
17-10-22_00,12.7,21.4,16.9,0.0,251.0,3.0
17-10-23_00,10.6,19.9,15.2,0.0,173.0,1.0
17-10-24_00,10.2,21.0,16.6,0.0,147.0,2.0
17-10-25_00,15.9,22.3,18.0,26.0,160.0,3.0
17-10-26_00,12.7,17.6,15.2,0.0,253.0,2.0
17-10-27_00,9.5,12.6,11.2,1.9,284.0,3.0
17-10-28_00,6.3,11.0,8.9,0.0,226.0,4.0
17-10-29_00,6.9,18.5,13.7,0.0,138.0,2.0
17-10-30_00,9.1,15.0,11.3,17.5,172.0,2.0
17-10-31_00,7.1,18.3,11.2,4.2,190.0,5.0
17-11-01_00,6.0,11.0,8.0,0.0,243.0,4.0
17-11-02_00,4.7,10.0,6.6,1.0,173.0,2.0
17-11-03_00,5.6,15.7,11.0,23.4,143.0,1.0
17-11-04_00,5.8,16.4,12.0,12.7,263.0,4.0
17-11-05_00,2.3,6.6,4.5,0.0,185.0,2.0
17-11-06_00,2.2,13.1,8.1,6.0,118.0,4.0
17-11-07_00,3.2,15.1,11.0,11.5,246.0,3.0
17-11-08_00,1.2,4.4,2.9,0.0,278.0,2.0
17-11-09_00,1.7,6.5,4.2,0.0,184.0,2.0
17-11-10_00,3.0,8.3,5.8,1.1,176.0,3.0
17-11-11_00,-8.4,1.4,-5.4,1.8,283.0,7.0
17-11-12_00,-8.3,-1.5,-4.9,0.0,255.0,3.0
17-11-13_00,-2.9,2.4,-0.5,0.0,101.0,2.0
17-11-14_00,-2.5,1.6,-0.1,0.0,179.0,1.0
17-11-15_00,1.0,3.7,2.4,0.0,115.0,2.0
17-11-16_00,-0.1,6.4,3.3,0.0,137.0,2.0
17-11-17_00,3.8,9.1,6.7,3.0,190.0,3.0
17-11-18_00,-2.4,1.5,-0.9,1.2,285.0,5.0
17-11-19_00,-4.1,1.2,-1.3,0.6,124.0,2.0
17-11-20_00,-2.6,2.9,0.5,14.0,244.0,5.0
17-11-21_00,-6.5,-2.8,-5.0,0.0,269.0,4.0
17-11-22_00,-5.0,9.5,3.9,0.0,158.0,2.0
17-11-23_00,-3.8,9.9,3.2,0.9,275.0,3.0
17-11-24_00,-7.0,1.9,-3.1,0.0,249.0,3.0
17-11-25_00,1.8,7.3,4.5,0.1,215.0,2.0
17-11-26_00,5.1,7.4,6.5,6.3,226.0,2.0
17-11-27_00,-3.4,3.8,-1.0,2.6,280.0,3.0
17-11-28_00,-9.1,-0.4,-4.2,1.7,279.0,3.0
17-11-29_00,-9.1,6.3,-1.9,0.0,150.0,3.0
17-11-30_00,-1.9,9.1,4.2,1.0,265.0,3.0
17-12-01_00,-4.3,5.6,0.5,2.5,136.0,2.0
17-12-02_00,1.8,5.8,3.9,0.0,274.0,3.0
17-12-03_00,1.4,3.6,2.4,0.0,115.0,2.0
17-12-04_00,0.3,2.8,1.3,0.0,110.0,2.0
17-12-05_00,-0.4,5.6,2.3,0.0,103.0,2.0
17-12-06_00,5.4,10.6,8.3,7.7,146.0,4.0
17-12-07_00,1.4,6.5,2.8,0.8,253.0,4.0
17-12-08_00,-0.3,2.1,1.1,0.0,261.0,3.0
17-12-09_00,-1.7,1.5,-0.2,0.1,235.0,3.0
17-12-10_00,-1.1,0.5,-0.3,0.0,231.0,2.0
17-12-11_00,-3.7,-1.2,-2.7,0.7,252.0,4.0
17-12-12_00,-11.6,-3.9,-8.8,0.5,205.0,2.0
17-12-13_00,-10.4,-5.9,-8.2,17.7,144.0,3.0
17-12-14_00,-14.0,-6.2,-10.1,3.1,278.0,6.0
17-12-15_00,-17.4,-13.6,-15.1,0.0,268.0,5.0
17-12-16_00,-15.8,-9.0,-12.5,0.1,197.0,2.0
17-12-17_00,-11.8,-7.3,-10.0,3.3,219.0,2.0
17-12-18_00,-14.0,-10.4,-12.2,0.2,222.0,2.0
17-12-19_00,-13.8,-8.8,-11.3,3.8,141.0,2.0
17-12-20_00,-9.5,4.4,-2.6,7.6,191.0,2.0
17-12-21_00,-9.5,2.4,-2.2,0.0,280.0,4.0
17-12-22_00,-12.9,-9.4,-11.1,0.0,280.0,3.0
17-12-23_00,-15.4,-10.9,-13.0,1.7,91.0,3.0
17-12-24_00,-11.1,-4.6,-7.3,14.5,197.0,3.0
17-12-25_00,-7.3,-4.7,-6.3,0.1,198.0,4.0
17-12-26_00,-9.6,-5.8,-7.4,10.2,163.0,4.0
17-12-27_00,-15.5,-5.4,-10.9,0.5,272.0,5.0
17-12-28_00,-21.6,-16.3,-19.1,0.0,278.0,4.0
17-12-29_00,-24.8,-20.0,-22.3,0.1,274.0,5.0
17-12-30_00,-21.7,-17.7,-19.7,1.5,278.0,3.0
17-12-31_00,-19.7,-16.2,-18.1,0.0,207.0,2.0
18-01-01_00,-20.9,-17.8,-19.7,0.0,281.0,4.0
18-01-02_00,-23.2,-18.3,-20.5,0.0,275.0,3.0
18-01-03_00,-20.8,-11.2,-17.1,3.3,218.0,2.0
18-01-04_00,-15.4,-7.8,-12.3,0.4,135.0,1.0
18-01-05_00,-11.7,-6.1,-8.7,2.6,221.0,3.0
18-01-06_00,-21.0,-12.2,-18.7,7.9,277.0,7.0
18-01-07_00,-23.4,-19.5,-21.6,2.1,272.0,6.0
18-01-08_00,-23.1,-11.3,-18.5,4.2,208.0,3.0
18-01-09_00,-11.3,-0.2,-6.3,11.0,153.0,3.0
18-01-10_00,-3.8,1.0,-0.5,0.3,274.0,4.0
18-01-11_00,-7.4,-0.5,-4.9,0.5,160.0,2.0
18-01-12_00,0.9,8.4,4.9,4.5,190.0,2.0
18-01-13_00,-0.7,12.6,9.0,25.5,162.0,2.0
18-01-14_00,-15.8,-6.1,-11.2,34.0,0.0,0.0
18-01-15_00,-19.8,-15.7,-17.7,0.3,0.0,0.0
18-01-16_00,-20.4,-13.6,-17.2,0.1,0.0,0.0
18-01-17_00,-14.3,-8.5,-11.3,1.6,0.0,0.0
18-01-18_00,-9.6,-4.9,-7.2,0.1,104.0,0.0
18-01-19_00,-4.9,-2.4,-3.6,0.1,253.0,1.0
18-01-20_00,-3.6,0.8,-1.7,0.3,238.0,3.0
18-01-21_00,-0.6,5.1,3.5,0.0,247.0,4.0
18-01-22_00,-4.1,2.7,-0.9,0.0,169.0,2.0
18-01-23_00,-7.2,-4.3,-6.0,12.8,66.0,4.0
18-01-24_00,-4.9,2.1,-2.4,11.8,171.0,2.0
18-01-25_00,-11.2,2.7,-7.1,6.5,278.0,6.0
18-01-26_00,-15.5,-9.3,-12.3,0.1,280.0,5.0
18-01-27_00,-11.6,-6.4,-9.7,0.1,154.0,2.0
18-01-28_00,-10.9,6.7,-0.7,3.0,169.0,2.0
18-01-29_00,-0.9,6.4,4.0,0.1,247.0,4.0
18-01-30_00,-11.3,-4.1,-8.0,0.1,76.0,4.0
18-01-31_00,-11.0,-6.2,-8.7,0.0,130.0,3.0
18-02-01_00,-15.7,-5.2,-11.6,5.3,217.0,3.0
18-02-02_00,-9.4,4.4,-1.6,0.2,174.0,2.0
18-02-03_00,-15.9,-6.1,-13.3,0.2,288.0,4.0
18-02-04_00,-16.7,-5.2,-11.7,0.4,207.0,2.0
18-02-05_00,-5.8,0.4,-2.2,14.5,146.0,2.0
18-02-06_00,-11.3,0.8,-6.5,2.8,251.0,4.0
18-02-07_00,-8.2,-3.9,-5.8,1.2,244.0,3.0
18-02-08_00,-10.8,-7.1,-9.4,13.2,180.0,2.0
18-02-09_00,-12.3,-6.0,-8.8,0.3,262.0,3.0
18-02-10_00,-10.7,-5.2,-7.6,0.5,216.0,3.0
18-02-11_00,-7.6,-3.5,-5.2,7.8,226.0,1.0
18-02-12_00,-6.5,3.1,-3.7,3.9,119.0,3.0
18-02-13_00,-7.3,-0.3,-4.3,0.2,278.0,5.0
18-02-14_00,-10.2,-4.2,-7.2,0.1,241.0,2.0
18-02-15_00,-5.3,5.7,0.6,0.0,225.0,3.0
18-02-16_00,1.8,6.9,4.5,0.5,228.0,4.0
18-02-17_00,-5.5,6.4,1.3,4.7,245.0,3.0
18-02-18_00,-7.0,0.2,-4.1,0.1,215.0,2.0
18-02-19_00,-3.1,3.0,0.1,0.1,258.0,3.0
18-02-20_00,-0.9,6.5,2.8,0.8,157.0,3.0
18-02-21_00,1.8,4.0,2.9,16.7,149.0,2.0
18-02-22_00,0.8,12.8,5.6,2.2,239.0,3.0
18-02-23_00,-6.2,-0.1,-3.8,0.1,149.0,2.0
18-02-24_00,-6.6,3.2,-2.0,6.0,122.0,2.0
18-02-25_00,0.6,4.7,3.3,0.1,269.0,3.0
18-02-26_00,-2.4,4.8,1.1,7.0,125.0,3.0
18-02-27_00,3.0,5.9,4.4,0.0,259.0,4.0
18-02-28_00,-0.1,9.3,4.7,0.1,241.0,3.0
18-03-01_00,2.0,8.5,5.9,0.0,159.0,3.0
18-03-02_00,0.7,3.3,2.0,0.0,164.0,3.0
18-03-03_00,-1.2,2.4,0.5,1.6,97.0,4.0
18-03-04_00,1.7,6.9,3.7,0.0,184.0,3.0
18-03-05_00,1.1,4.1,2.7,1.8,216.0,2.0
18-03-06_00,-0.1,3.2,1.6,0.2,156.0,3.0
18-03-07_00,-1.8,3.4,0.5,0.0,93.0,3.0
18-03-08_00,-0.4,1.4,0.5,1.2,83.0,3.0
18-03-09_00,-1.3,0.0,-0.7,5.5,67.0,3.0
18-03-10_00,-1.4,2.9,0.1,2.4,226.0,2.0
18-03-11_00,-3.0,2.2,-0.3,4.9,282.0,4.0
18-03-12_00,-0.6,2.6,0.9,0.4,277.0,4.0
18-03-13_00,0.1,4.1,1.9,0.0,159.0,2.0
18-03-14_00,-0.4,3.0,0.7,9.9,103.0,3.0
18-03-15_00,-0.0,1.4,0.6,16.0,264.0,3.0
18-03-16_00,-1.4,3.7,0.7,3.2,287.0,6.0
18-03-17_00,-6.0,-0.9,-3.8,0.1,283.0,6.0
18-03-18_00,-10.2,-4.9,-7.5,0.2,276.0,4.0
18-03-19_00,-13.5,-5.2,-9.0,0.1,281.0,3.0
18-03-20_00,-11.1,-2.9,-7.0,0.0,279.0,3.0
18-03-21_00,-7.6,-0.3,-4.6,0.0,222.0,2.0
18-03-22_00,-5.7,3.0,-1.3,0.0,130.0,3.0
18-03-23_00,-0.9,6.7,2.1,0.0,142.0,3.0
18-03-24_00,0.4,6.8,3.5,0.0,242.0,2.0
18-03-25_00,-0.8,2.2,1.0,0.0,239.0,2.0
18-03-26_00,-1.5,2.4,0.5,0.0,187.0,3.0
18-03-27_00,-1.7,6.5,2.9,0.0,79.0,2.0
18-03-28_00,-0.0,7.8,4.5,0.0,126.0,4.0
18-03-29_00,2.7,7.4,5.6,0.1,233.0,2.0
18-03-30_00,4.8,10.8,7.3,1.1,115.0,2.0
18-03-31_00,3.4,8.4,5.3,1.7,273.0,3.0
18-04-01_00,1.1,10.3,5.7,0.2,226.0,3.0
18-04-02_00,0.8,8.6,3.7,1.0,263.0,5.0
18-04-03_00,-1.3,5.4,2.2,0.2,214.0,3.0
18-04-04_00,2.6,7.9,4.7,0.1,149.0,3.0
18-04-05_00,-3.2,7.0,1.7,26.0,170.0,4.0
18-04-06_00,-9.5,-2.2,-5.9,0.4,279.0,7.0
18-04-07_00,-3.3,4.6,-0.0,0.6,164.0,3.0
18-04-08_00,-0.7,3.3,1.3,0.7,263.0,5.0
18-04-09_00,-2.5,2.0,-0.1,0.1,245.0,3.0
18-04-10_00,-2.9,-2.8,-2.8,0.0,284.0,2.0
18-04-11_00,,,,0.0,,
18-04-12_00,3.7,8.0,5.9,0.0,203.0,3.0
18-04-13_00,3.2,10.0,6.0,6.6,175.0,3.0
18-04-14_00,3.9,10.2,7.2,0.1,273.0,2.0
18-04-15_00,-3.1,7.2,-0.4,0.1,99.0,4.0
18-04-16_00,-5.4,0.3,-2.0,0.9,68.0,5.0
18-04-17_00,-0.6,4.4,1.6,12.4,88.0,4.0
18-04-18_00,1.3,3.4,2.7,2.1,246.0,4.0
18-04-19_00,0.7,7.8,4.1,1.1,268.0,5.0
18-04-20_00,2.0,5.6,3.7,0.3,282.0,4.0
18-04-21_00,1.9,9.2,5.6,0.4,281.0,3.0
18-04-22_00,3.4,12.5,8.1,0.2,287.0,3.0
18-04-23_00,4.5,15.4,10.0,0.3,278.0,2.0
18-04-24_00,7.2,18.8,13.6,0.3,175.0,1.0
18-04-25_00,10.4,22.6,17.1,0.3,222.0,2.0
18-04-26_00,11.7,16.7,13.6,26.8,137.0,2.0
18-04-27_00,8.3,12.5,10.5,10.6,237.0,3.0
18-04-28_00,8.0,14.1,11.1,0.1,176.0,3.0
18-04-29_00,8.6,15.3,11.6,0.1,217.0,3.0
18-04-30_00,6.3,9.3,7.3,14.2,291.0,2.0
18-05-01_00,6.9,10.9,8.9,9.5,125.0,3.0
18-05-02_00,8.3,18.6,13.5,1.0,247.0,2.0
18-05-03_00,16.9,26.8,20.5,0.6,254.0,4.0
18-05-04_00,14.7,18.5,16.9,16.3,201.0,2.0
18-05-05_00,9.6,16.8,12.1,15.8,168.0,3.0
18-05-06_00,7.9,21.2,14.6,1.9,248.0,4.0
18-05-07_00,11.2,19.7,15.7,0.0,132.0,3.0
18-05-08_00,6.0,15.8,11.4,0.0,147.0,3.0
18-05-09_00,10.3,22.7,17.2,0.0,229.0,3.0
18-05-10_00,13.3,27.5,20.8,0.0,113.0,2.0
18-05-11_00,13.9,23.2,20.2,0.7,195.0,4.0
18-05-12_00,4.2,13.2,8.6,0.2,275.0,3.0
18-05-13_00,7.6,17.9,13.2,0.0,179.0,2.0
18-05-14_00,8.9,22.5,17.0,0.0,149.0,2.0
18-05-15_00,13.3,25.3,19.8,0.3,240.0,4.0
18-05-16_00,14.1,21.6,18.2,0.4,245.0,4.0
18-05-17_00,5.6,23.7,14.7,0.5,129.0,3.0
18-05-18_00,11.2,19.8,15.7,0.0,120.0,3.0
18-05-19_00,8.0,17.5,12.5,0.0,96.0,2.0
18-05-20_00,9.7,20.2,13.4,6.9,138.0,3.0
18-05-21_00,12.7,21.2,16.8,8.3,245.0,3.0
18-05-22_00,13.4,25.7,19.4,0.0,264.0,5.0
18-05-23_00,15.1,22.7,18.2,1.6,170.0,2.0
18-05-24_00,12.2,24.9,18.1,0.0,244.0,2.0
18-05-25_00,13.3,23.8,18.3,0.0,251.0,3.0
18-05-26_00,18.2,26.0,21.4,0.2,252.0,5.0
18-05-27_00,17.5,24.0,20.4,5.4,158.0,3.0
18-05-28_00,12.6,20.3,16.3,0.5,126.0,3.0
18-05-29_00,14.6,22.8,18.4,0.4,181.0,2.0
18-05-30_00,19.1,26.3,22.0,0.0,148.0,2.0
18-05-31_00,15.0,30.3,23.2,0.0,136.0,2.0
18-06-01_00,20.8,29.9,25.0,0.0,167.0,3.0
18-06-02_00,22.3,30.8,26.0,1.3,226.0,2.0
18-06-03_00,16.0,25.2,20.5,0.0,107.0,4.0
18-06-04_00,12.1,25.9,19.7,0.0,86.0,3.0
18-06-05_00,9.5,17.2,12.5,25.4,154.0,4.0
18-06-06_00,11.7,16.7,14.4,1.4,266.0,3.0
18-06-07_00,12.0,17.8,14.7,0.0,161.0,2.0
18-06-08_00,14.3,22.1,17.7,0.0,240.0,3.0
18-06-09_00,15.7,23.2,19.4,0.0,269.0,3.0
18-06-10_00,15.8,23.8,19.8,0.0,281.0,3.0
18-06-11_00,13.7,21.4,17.5,0.0,155.0,2.0
18-06-12_00,12.9,23.5,18.9,0.0,154.0,2.0
18-06-13_00,16.0,27.3,22.1,0.0,235.0,3.0
18-06-14_00,19.3,25.5,22.0,4.5,218.0,3.0
